iter	Logloss
631	0.2160022972
632	0.2157296804
633	0.2155443965
634	0.2154138801
635	0.2151442399
636	0.2147902015
637	0.2147137589
638	0.2145566894
639	0.2143089555
640	0.214215659
641	0.2140194444
642	0.2138192908
643	0.2135509147
644	0.2133928325
645	0.2132390262
646	0.2129208608
647	0.2127792947
648	0.2125584786
649	0.212475252
650	0.2123092845
651	0.2120703594
652	0.2118616608
653	0.211552164
654	0.2113873568
655	0.2110948937
656	0.210830244
657	0.2107202766
658	0.2105578499
659	0.2102583445
660	0.2101410443
661	0.2099784111
662	0.2097755169
663	0.2096311551
664	0.2094890613
665	0.2093957658
666	0.2089912781
667	0.2088046094
668	0.2084431319
669	0.2081960947
670	0.2080337375
671	0.2077877464
672	0.2075318767
673	0.2074349446
674	0.2071755799
675	0.206985495
676	0.2068500409
677	0.206619761
678	0.2063765579
679	0.2062717587
680	0.2059699035
681	0.2056003856
682	0.2054508477
683	0.2052250468
684	0.2050765404
685	0.2048379814
686	0.2044204351
687	0.2042224986
688	0.2039141159
689	0.2035009859
690	0.2031734856
691	0.2029726818
692	0.2028389732
693	0.2026434439
694	0.202343774
695	0.2020676883
696	0.2016835932
697	0.2015393031
698	0.2012657826
699	0.2010543814
700	0.2007614197
701	0.2005003343
702	0.2001357042
703	0.1999062558
704	0.1996642439
705	0.1994882414
706	0.1992779146
707	0.1990920296
708	0.1989940905
709	0.1987757718
710	0.1984836435
711	0.1983317113
712	0.1981385337
713	0.1979684804
714	0.1976323065
715	0.1972924722
716	0.1971908113
717	0.1968198264
718	0.1965518784
719	0.1962450623
720	0.1959919705
721	0.1957384483
722	0.1955022313
723	0.1953088179
724	0.1951203534
725	0.1948458947
726	0.1946820031
727	0.1943935462
728	0.1942506809
729	0.1940800222
730	0.1938371836
731	0.1936018802
732	0.1935441502
733	0.1933284848
734	0.1930492345
735	0.1929173448
736	0.1925896912
737	0.1922132339
738	0.1921198325
739	0.1917883133
740	0.191673849
741	0.1915725941
742	0.1911931967
743	0.1908145347
744	0.1905241849
745	0.1901653384
746	0.1899866015
747	0.1898377915
748	0.1893330529
749	0.1891208435
750	0.1888121429
751	0.1886180122
752	0.1883103714
753	0.1879533776
754	0.1878286944
755	0.1876050189
756	0.1872679405
757	0.1871342221
758	0.1869118685
759	0.1866463406
760	0.186420197
761	0.1863035558
762	0.1859957232
763	0.1857630165
764	0.1855977438
765	0.1853602961
766	0.1852496211
767	0.1850374139
768	0.1849420973
769	0.1847109135
770	0.1846229413
771	0.1844518932
772	0.1843381908
773	0.1841374147
774	0.1840439548
775	0.1837779499
776	0.1835679501
777	0.1832760245
778	0.1831886709
779	0.1831380101
780	0.1828856258
781	0.1826199207
782	0.1822480894
783	0.1819869336
784	0.1818778912
785	0.1817240581
786	0.1815606395
787	0.1812497563
788	0.1812307808
789	0.1809677743
790	0.1808154705
791	0.1805283305
792	0.1803573652
793	0.180183003
794	0.1799212214
795	0.1797975539
796	0.1793486229
797	0.1790569921
798	0.1790197063
799	0.1787367825
800	0.1786232912
801	0.1784029029
802	0.1783042337
803	0.1781051946
804	0.1779192535
805	0.1776798786
806	0.1775622151
807	0.1773664653
808	0.1770414513
809	0.1769015263
810	0.1766517515
811	0.1765527828
812	0.1762870825
813	0.1760744237
814	0.175766331
815	0.1752757452
816	0.1752219681
817	0.1751195948
818	0.175009627
819	0.1748877169
820	0.1745484856
821	0.1742904529
822	0.1740527808
823	0.1738931049
824	0.173605747
825	0.1733072003
826	0.1730191889
827	0.1727695289
828	0.1725779106
829	0.1723710977
830	0.1722173363
831	0.1719655422
832	0.1716719357
833	0.1715995229
834	0.1713995988
835	0.1711539395
836	0.1710837002
837	0.1709286033
838	0.1706901205
839	0.1704079435
840	0.1701606391
841	0.1700740338
842	0.1698155883
843	0.1695763686
844	0.1693137334
845	0.1692016325
846	0.1689511205
847	0.168774009
848	0.16866374
849	0.1684105415
850	0.1682569219
851	0.1681093589
852	0.1679556125
853	0.1677794363
854	0.1676337358
855	0.1675346385
856	0.167269314
857	0.1670502999
858	0.1667793084
859	0.1666715101
860	0.1663358237
861	0.166187938
862	0.1658852137
863	0.1656879094
864	0.1656294921
865	0.1654114449
866	0.165241322
867	0.1650604116
868	0.1649165877
869	0.1646271953
870	0.164405519
871	0.1642498015
872	0.1640424722
873	0.1638923224
874	0.1636282395
875	0.1634062809
876	0.1632764729
877	0.1631064067
878	0.1629885186
879	0.1626568905
880	0.1624104867
881	0.1621922901
882	0.1618916821
883	0.1616278338
884	0.1613849242
885	0.1612346291
886	0.1609037232
887	0.1608343496
888	0.1607025865
889	0.1604576414
890	0.1603175984
891	0.1601948391
892	0.1601153456
893	0.1599053064
894	0.1595309867
895	0.1593412906
896	0.1591546444
897	0.1590258875
898	0.1588945676
899	0.1586127564
900	0.1584923142
901	0.1582381048
902	0.1581104346
903	0.157922213
904	0.1575284671
905	0.1572333762
906	0.1569996444
907	0.1566990508
908	0.1563559363
909	0.1562481758
910	0.1560293268
911	0.1558384355
912	0.1556355534
913	0.1554793734
914	0.1552455628
915	0.1550886183
916	0.1548918691
917	0.1548403952
918	0.1545481273
919	0.154426555
920	0.1542814367
921	0.1541037761
922	0.1539010361
923	0.1536663598
924	0.153415071
925	0.1531464754
926	0.152909934
927	0.1527228782
928	0.1525700838
929	0.1523208179
930	0.1521117688
931	0.1519245736
932	0.1517317606
933	0.1515130062
934	0.1512720309
935	0.1510280564
936	0.1508611922
937	0.1507204132
938	0.1504632248
939	0.1503309191
940	0.1501040667
941	0.1499022029
942	0.1497300652
943	0.149519367
944	0.1492945951
945	0.1492091876
946	0.1490063426
947	0.1487761828
948	0.1486156355
949	0.1484670909
950	0.1483728017
951	0.1482301496
952	0.1480341714
953	0.1478571512
954	0.1476670261
955	0.1475514315
956	0.1473815701
957	0.147148666
958	0.1469053904
959	0.1467740665
960	0.1466283098
961	0.1464555075
962	0.1462179119
963	0.1460473359
964	0.1458234012
965	0.145730014
966	0.1455635607
967	0.1453978394
968	0.1453013685
969	0.1450715948
970	0.1447817495
971	0.1445788498
972	0.1443353589
973	0.1440894304
974	0.1438664217
975	0.14374659
976	0.1435462042
977	0.1434656192
978	0.1433600461
979	0.1431429459
980	0.1429993218
981	0.1428992012
982	0.1426938894
983	0.1424942951
984	0.1422291649
985	0.1421500529
986	0.1419059025
987	0.1416333262
988	0.1415104383
989	0.1413816601
990	0.1412911285
991	0.1410199386
992	0.1407899745
993	0.140611204
994	0.1403570023
995	0.1402764059
996	0.1400394208
997	0.1398331154
998	0.1395976784
999	0.1394422615
