id,course_stage,type,start_date,finished,score
2074,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
2089,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
2186,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
2209,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
2307,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
2428,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
2430,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
2453,seamanship_command_substage,Machinery,5/2/2024,1.00,0
2523,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
2594,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
2612,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
2617,seamanship_command_substage,Electronics,5/2/2024,1.00,0
2639,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
2698,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
2714,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
2780,seamanship_command_substage,Electronics,5/2/2024,1.00,0
2789,seamanship_command_substage,Electronics,5/2/2024,0.00,0
2799,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
2802,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
2870,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
2878,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
2904,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
2936,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
2967,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
2990,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
3032,seamanship_command_substage,Electronics,5/2/2024,1.00,0
3070,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
3073,seamanship_command_substage,Machinery,5/2/2024,1.00,0
3138,seamanship_command_substage,Machinery,5/2/2024,0.00,0
3139,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
3626,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
4190,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
4296,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
4465,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
4482,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
4632,seamanship_command_substage,Machinery,5/2/2024,1.00,0
4644,seamanship_command_substage,Electronics,5/2/2024,1.00,0
4704,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
4727,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
4728,seamanship_command_substage,Electronics,5/2/2024,0.00,0
4745,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
4896,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
4950,seamanship_command_substage,Machinery,5/2/2024,1.00,0
5001,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5134,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5137,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5143,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
5182,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5203,seamanship_command_substage,Electronics,5/2/2024,1.00,0
5275,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5292,seamanship_command_substage,Machinery,5/2/2024,1.00,0
5313,seamanship_command_substage,Machinery,5/2/2024,1.00,0
5314,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5324,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5353,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
5438,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5444,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5484,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
5493,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5506,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5508,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
5522,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
5524,seamanship_command_substage,Electronics,5/2/2024,1.00,0
5538,seamanship_command_substage,Electronics,5/2/2024,0.00,0
5549,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5554,seamanship_command_substage,Machinery,5/2/2024,1.00,0
5585,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5781,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
5790,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5797,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5805,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5806,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
5809,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
5816,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5860,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5899,seamanship_command_substage,Electronics,5/2/2024,1.00,0
5904,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
5943,seamanship_command_substage,Electronics,5/2/2024,1.00,0
5966,seamanship_command_substage,Seamanship,5/2/2024,1.00,0
6039,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
6059,seamanship_command_substage,Machinery,5/2/2024,1.00,0
6127,seamanship_command_substage,Machinery,5/2/2024,1.00,0
6188,seamanship_command_substage,Electronics,5/2/2024,0.00,0
223,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
2598,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
2757,seamanship_command_substage,Electronics,5/2/2024,0.00,0
3030,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
3461,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
4613,seamanship_command_substage,Machinery,5/2/2024,1.00,0
4619,seamanship_command_substage,Machinery,5/2/2024,0.00,0
4768,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
5285,seamanship_command_substage,Electronics,5/2/2024,0.00,0
5395,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
5841,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
5949,seamanship_command_substage,Electronics,5/2/2024,0.00,0
6019,seamanship_command_substage,Seamanship,5/2/2024,0.00,0
